season,team,games_played,home_games_played,away_games_played,wins,losses,draws,wins_home,wins_away,losses_home,losses_away,draws_home,draws_away,goals_score_total,conceded_total,goals_home,goals_away,conceded_home,conceded_away,goals_first_time_total,goals_second_time_total,goals_first_time_home,goals_first_time_away,goals_second_time_home,goals_second_time_away,goals_difference,points,win_rate_home,win_rate_away,win_rate,loss_rate_home,loss_rate_away,loss_rate,draw_rate_home,draw_rate_away,draw_rate,clean_sheets,goals_conceded_per_game,goals_conceded_per_game_home,goals_conceded_per_game_away,goals_scored_per_game,goals_scored_per_game_home,goals_scored_per_game_away,failed_to_score
2021,Manchester United,38,19,19,16,12,10,10,6,4,8,5,5,57,57,32,25,22,35,22,35,13,9,19,16,0,58,0.5263157894736842,0.3157894736842105,0.42105263157894735,0.21052631578947367,0.42105263157894735,0.3157894736842105,0.2631578947368421,0.2631578947368421,0.2631578947368421,8,1.5,1.1578947368421053,1.8421052631578947,1.5,1.6842105263157894,1.3157894736842106,9
2021,Newcastle,38,19,19,13,15,10,8,5,5,10,6,4,44,62,26,18,27,35,25,19,14,11,12,7,-18,49,0.42105263157894735,0.2631578947368421,0.34210526315789475,0.2631578947368421,0.5263157894736842,0.39473684210526316,0.3157894736842105,0.21052631578947367,0.2631578947368421,8,1.631578947368421,1.4210526315789473,1.8421052631578947,1.1578947368421053,1.368421052631579,0.9473684210526315,9
2021,Norwich,38,19,19,5,26,7,3,2,13,13,3,4,23,84,12,11,43,41,11,12,7,4,5,7,-61,22,0.15789473684210525,0.10526315789473684,0.13157894736842105,0.6842105263157895,0.6842105263157895,0.6842105263157895,0.15789473684210525,0.21052631578947367,0.18421052631578946,6,2.210526315789474,2.263157894736842,2.1578947368421053,0.6052631578947368,0.631578947368421,0.5789473684210527,22
2021,Southampton,38,19,19,9,16,13,6,3,6,10,7,6,43,67,23,20,24,43,24,19,16,8,7,12,-24,40,0.3157894736842105,0.15789473684210525,0.23684210526315788,0.3157894736842105,0.5263157894736842,0.42105263157894735,0.3684210526315789,0.3157894736842105,0.34210526315789475,8,1.763157894736842,1.263157894736842,2.263157894736842,1.131578947368421,1.2105263157894737,1.0526315789473684,9
2021,Tottenham,38,19,19,22,11,5,13,9,5,6,1,4,69,40,38,31,19,21,33,36,18,15,20,16,29,71,0.6842105263157895,0.47368421052631576,0.5789473684210527,0.2631578947368421,0.3157894736842105,0.2894736842105263,0.05263157894736842,0.21052631578947367,0.13157894736842105,16,1.0526315789473684,1.0,1.105263157894737,1.8157894736842106,2.0,1.631578947368421,10
2021,Watford,38,19,19,6,27,5,2,4,15,12,2,3,34,77,17,17,46,31,17,17,10,7,7,10,-43,23,0.10526315789473684,0.21052631578947367,0.15789473684210525,0.7894736842105263,0.631578947368421,0.7105263157894737,0.10526315789473684,0.15789473684210525,0.13157894736842105,4,2.026315789473684,2.4210526315789473,1.631578947368421,0.8947368421052632,0.8947368421052632,0.8947368421052632,18
2021,West Ham,38,19,19,16,14,8,9,7,5,9,5,3,60,51,33,27,26,25,27,33,13,14,20,13,9,56,0.47368421052631576,0.3684210526315789,0.42105263157894735,0.2631578947368421,0.47368421052631576,0.3684210526315789,0.2631578947368421,0.15789473684210525,0.21052631578947367,8,1.3421052631578947,1.368421052631579,1.3157894736842106,1.5789473684210527,1.736842105263158,1.4210526315789473,8
2021,Wolves,38,19,19,15,17,6,7,8,9,8,3,3,38,43,20,18,25,18,19,19,13,6,7,12,-5,51,0.3684210526315789,0.42105263157894735,0.39473684210526316,0.47368421052631576,0.42105263157894735,0.4473684210526316,0.15789473684210525,0.15789473684210525,0.15789473684210525,11,1.131578947368421,1.3157894736842106,0.9473684210526315,1.0,1.0526315789473684,0.9473684210526315,16
2022,Arsenal,38,19,19,26,6,6,14,12,2,4,3,3,88,43,53,35,25,18,41,47,21,20,32,15,45,84,0.7368421052631579,0.631578947368421,0.6842105263157895,0.10526315789473684,0.21052631578947367,0.15789473684210525,0.15789473684210525,0.15789473684210525,0.15789473684210525,14,1.131578947368421,1.3157894736842106,0.9473684210526315,2.3157894736842106,2.789473684210526,1.8421052631578947,4
2022,Aston Villa,38,19,19,18,13,7,12,6,5,8,2,5,51,46,33,18,21,25,26,25,19,7,14,11,5,61,0.631578947368421,0.3157894736842105,0.47368421052631576,0.2631578947368421,0.42105263157894735,0.34210526315789475,0.10526315789473684,0.2631578947368421,0.18421052631578946,12,1.2105263157894737,1.105263157894737,1.3157894736842106,1.3421052631578947,1.736842105263158,0.9473684210526315,8
2022,Bournemouth,38,19,19,11,21,6,6,5,9,12,4,2,37,71,20,17,28,43,17,20,10,7,10,10,-34,39,0.3157894736842105,0.2631578947368421,0.2894736842105263,0.47368421052631576,0.631578947368421,0.5526315789473685,0.21052631578947367,0.10526315789473684,0.15789473684210525,8,1.868421052631579,1.4736842105263157,2.263157894736842,0.9736842105263158,1.0526315789473684,0.8947368421052632,18
2022,Brentford,38,19,19,15,9,14,10,5,2,7,7,7,58,46,35,23,18,28,27,31,18,9,17,14,12,59,0.5263157894736842,0.2631578947368421,0.39473684210526316,0.10526315789473684,0.3684210526315789,0.23684210526315788,0.3684210526315789,0.3684210526315789,0.3684210526315789,12,1.2105263157894737,0.9473684210526315,1.4736842105263157,1.5263157894736843,1.8421052631578947,1.2105263157894737,9
2022,Brighton,38,19,19,18,12,8,10,8,5,7,4,4,72,53,37,35,21,32,34,38,17,17,20,18,19,62,0.5263157894736842,0.42105263157894735,0.47368421052631576,0.2631578947368421,0.3684210526315789,0.3157894736842105,0.21052631578947367,0.21052631578947367,0.21052631578947367,12,1.394736842105263,1.105263157894737,1.6842105263157894,1.894736842105263,1.9473684210526316,1.8421052631578947,5
2022,Chelsea,38,19,19,11,16,11,6,5,6,10,7,4,38,47,20,18,19,28,15,23,6,9,14,9,-9,44,0.3157894736842105,0.2631578947368421,0.2894736842105263,0.3157894736842105,0.5263157894736842,0.42105263157894735,0.3684210526315789,0.21052631578947367,0.2894736842105263,10,1.236842105263158,1.0,1.4736842105263157,1.0,1.0526315789473684,0.9473684210526315,14
2022,Crystal Palace,38,19,19,11,15,12,7,4,5,10,7,5,40,49,21,19,23,26,16,24,8,8,13,11,-9,45,0.3684210526315789,0.21052631578947367,0.2894736842105263,0.2631578947368421,0.5263157894736842,0.39473684210526316,0.3684210526315789,0.2631578947368421,0.3157894736842105,9,1.2894736842105263,1.2105263157894737,1.368421052631579,1.0526315789473684,1.105263157894737,1.0,16
2022,Everton,38,19,19,8,18,12,6,2,10,8,3,9,34,57,16,18,27,30,14,20,6,8,10,10,-23,36,0.3157894736842105,0.10526315789473684,0.21052631578947367,0.5263157894736842,0.42105263157894735,0.47368421052631576,0.15789473684210525,0.47368421052631576,0.3157894736842105,9,1.5,1.4210526315789473,1.5789473684210527,0.8947368421052632,0.8421052631578947,0.9473684210526315,14
2022,Fulham,38,19,19,15,16,7,8,7,6,10,5,2,55,53,31,24,29,24,22,33,13,9,18,15,2,52,0.42105263157894735,0.3684210526315789,0.39473684210526316,0.3157894736842105,0.5263157894736842,0.42105263157894735,0.2631578947368421,0.10526315789473684,0.18421052631578946,9,1.394736842105263,1.5263157894736843,1.263157894736842,1.4473684210526316,1.631578947368421,1.263157894736842,9
2022,Leeds,38,19,19,7,21,10,5,2,7,14,7,3,48,78,26,22,37,41,21,27,12,9,14,13,-30,31,0.2631578947368421,0.10526315789473684,0.18421052631578946,0.3684210526315789,0.7368421052631579,0.5526315789473685,0.3684210526315789,0.15789473684210525,0.2631578947368421,5,2.0526315789473686,1.9473684210526316,2.1578947368421053,1.263157894736842,1.368421052631579,1.1578947368421053,10
2022,Leicester,38,19,19,9,22,7,5,4,10,12,4,3,51,68,23,28,27,41,29,22,16,13,7,15,-17,34,0.2631578947368421,0.21052631578947367,0.23684210526315788,0.5263157894736842,0.631578947368421,0.5789473684210527,0.21052631578947367,0.15789473684210525,0.18421052631578946,7,1.7894736842105263,1.4210526315789473,2.1578947368421053,1.3421052631578947,1.2105263157894737,1.4736842105263157,12
2022,Liverpool,38,19,19,19,9,10,13,6,1,8,5,5,75,47,46,29,17,30,36,39,21,15,25,14,28,67,0.6842105263157895,0.3157894736842105,0.5,0.05263157894736842,0.42105263157894735,0.23684210526315788,0.2631578947368421,0.2631578947368421,0.2631578947368421,14,1.236842105263158,0.8947368421052632,1.5789473684210527,1.9736842105263157,2.4210526315789473,1.5263157894736843,8
2022,Manchester City,38,19,19,28,5,5,17,11,1,4,1,4,94,33,60,34,17,16,47,47,31,16,29,18,61,89,0.8947368421052632,0.5789473684210527,0.7368421052631579,0.05263157894736842,0.21052631578947367,0.13157894736842105,0.05263157894736842,0.21052631578947367,0.13157894736842105,13,0.868421052631579,0.8947368421052632,0.8421052631578947,2.473684210526316,3.1578947368421053,1.7894736842105263,3
2022,Manchester United,38,19,19,23,9,6,15,8,1,8,3,3,58,43,36,22,10,33,26,32,15,11,21,11,15,75,0.7894736842105263,0.42105263157894735,0.6052631578947368,0.05263157894736842,0.42105263157894735,0.23684210526315788,0.15789473684210525,0.15789473684210525,0.15789473684210525,17,1.131578947368421,0.5263157894736842,1.736842105263158,1.5263157894736843,1.894736842105263,1.1578947368421053,7
2022,Newcastle,38,19,19,19,5,14,11,8,2,3,6,8,68,33,36,32,14,19,32,36,15,17,21,15,35,71,0.5789473684210527,0.42105263157894735,0.5,0.10526315789473684,0.15789473684210525,0.13157894736842105,0.3157894736842105,0.42105263157894735,0.3684210526315789,14,0.868421052631579,0.7368421052631579,1.0,1.7894736842105263,1.894736842105263,1.6842105263157894,11
2022,Nottingham Forest,38,19,19,9,18,11,8,1,5,13,6,5,38,68,27,11,24,44,20,18,15,5,12,6,-30,38,0.42105263157894735,0.05263157894736842,0.23684210526315788,0.2631578947368421,0.6842105263157895,0.47368421052631576,0.3157894736842105,0.2631578947368421,0.2894736842105263,8,1.7894736842105263,1.263157894736842,2.3157894736842106,1.0,1.4210526315789473,0.5789473684210527,12
2022,Southampton,38,19,19,6,25,7,2,4,12,13,5,2,36,73,19,17,37,36,15,21,7,8,12,9,-37,25,0.10526315789473684,0.21052631578947367,0.15789473684210525,0.631578947368421,0.6842105263157895,0.6578947368421053,0.2631578947368421,0.10526315789473684,0.18421052631578946,4,1.9210526315789473,1.9473684210526316,1.894736842105263,0.9473684210526315,1.0,0.8947368421052632,15
2022,Tottenham,38,19,19,18,14,6,12,6,6,8,1,5,70,63,37,33,25,38,24,46,13,11,24,22,7,60,0.631578947368421,0.3157894736842105,0.47368421052631576,0.3157894736842105,0.42105263157894735,0.3684210526315789,0.05263157894736842,0.2631578947368421,0.15789473684210525,10,1.6578947368421053,1.3157894736842106,2.0,1.8421052631578947,1.9473684210526316,1.736842105263158,4
2022,West Ham,38,19,19,11,20,7,8,3,7,13,4,3,42,55,26,16,24,31,23,19,14,9,12,7,-13,40,0.42105263157894735,0.15789473684210525,0.2894736842105263,0.3684210526315789,0.6842105263157895,0.5263157894736842,0.21052631578947367,0.15789473684210525,0.18421052631578946,9,1.4473684210526316,1.263157894736842,1.631578947368421,1.105263157894737,1.368421052631579,0.8421052631578947,13
2022,Wolves,38,19,19,11,19,8,9,2,7,12,3,5,31,58,19,12,20,38,17,14,11,6,8,6,-27,41,0.47368421052631576,0.10526315789473684,0.2894736842105263,0.3684210526315789,0.631578947368421,0.5,0.15789473684210525,0.2631578947368421,0.21052631578947367,11,1.5263157894736843,1.0526315789473684,2.0,0.8157894736842105,1.0,0.631578947368421,15
2023,Arsenal,38,19,19,28,5,5,15,13,2,3,2,3,91,29,48,43,16,13,42,49,19,23,29,20,62,89,0.7894736842105263,0.6842105263157895,0.7368421052631579,0.10526315789473684,0.15789473684210525,0.13157894736842105,0.10526315789473684,0.15789473684210525,0.13157894736842105,18,0.7631578947368421,0.8421052631578947,0.6842105263157895,2.3947368421052633,2.526315789473684,2.263157894736842,5
2023,Aston Villa,38,19,19,20,10,8,12,8,3,7,4,4,76,61,48,28,28,33,36,40,21,15,27,13,15,68,0.631578947368421,0.42105263157894735,0.5263157894736842,0.15789473684210525,0.3684210526315789,0.2631578947368421,0.21052631578947367,0.21052631578947367,0.21052631578947367,8,1.605263157894737,1.4736842105263157,1.736842105263158,2.0,2.526315789473684,1.4736842105263157,6
2023,Bournemouth,38,19,19,13,16,9,7,6,6,10,6,3,54,67,27,27,28,39,19,35,8,11,19,16,-13,48,0.3684210526315789,0.3157894736842105,0.34210526315789475,0.3157894736842105,0.5263157894736842,0.42105263157894735,0.3157894736842105,0.15789473684210525,0.23684210526315788,9,1.763157894736842,1.4736842105263157,2.0526315789473686,1.4210526315789473,1.4210526315789473,1.4210526315789473,7
2023,Brentford,38,19,19,10,19,9,5,5,7,12,7,2,56,65,29,27,34,31,21,35,11,10,18,17,-9,39,0.2631578947368421,0.2631578947368421,0.2631578947368421,0.3684210526315789,0.631578947368421,0.5,0.3684210526315789,0.10526315789473684,0.23684210526315788,7,1.7105263157894737,1.7894736842105263,1.631578947368421,1.4736842105263157,1.5263157894736843,1.4210526315789473,8
2023,Brighton,38,19,19,12,14,12,8,4,5,9,6,6,55,62,30,25,27,35,23,32,13,10,17,15,-7,48,0.42105263157894735,0.21052631578947367,0.3157894736842105,0.2631578947368421,0.47368421052631576,0.3684210526315789,0.3157894736842105,0.3157894736842105,0.3157894736842105,6,1.631578947368421,1.4210526315789473,1.8421052631578947,1.4473684210526316,1.5789473684210527,1.3157894736842106,10
2023,Burnley,38,19,19,5,24,9,2,3,13,11,4,5,41,78,19,22,43,35,18,23,7,11,12,11,-37,24,0.10526315789473684,0.15789473684210525,0.13157894736842105,0.6842105263157895,0.5789473684210527,0.631578947368421,0.21052631578947367,0.2631578947368421,0.23684210526315788,2,2.0526315789473686,2.263157894736842,1.8421052631578947,1.0789473684210527,1.0,1.1578947368421053,12
2023,Chelsea,38,19,19,18,11,9,11,7,4,7,4,5,77,63,44,33,26,37,37,40,23,14,21,19,14,63,0.5789473684210527,0.3684210526315789,0.47368421052631576,0.21052631578947367,0.3684210526315789,0.2894736842105263,0.21052631578947367,0.2631578947368421,0.23684210526315788,8,1.6578947368421053,1.368421052631579,1.9473684210526316,2.026315789473684,2.3157894736842106,1.736842105263158,6
2023,Crystal Palace,38,19,19,13,15,10,8,5,7,8,4,6,57,58,37,20,26,32,24,33,17,7,20,13,-1,49,0.42105263157894735,0.2631578947368421,0.34210526315789475,0.3684210526315789,0.42105263157894735,0.39473684210526316,0.21052631578947367,0.3157894736842105,0.2631578947368421,10,1.5263157894736843,1.368421052631579,1.6842105263157894,1.5,1.9473684210526316,1.0526315789473684,7
2023,Everton,38,19,19,13,16,9,8,5,7,9,4,5,40,51,22,18,18,33,17,23,10,7,12,11,-11,48,0.42105263157894735,0.2631578947368421,0.34210526315789475,0.3684210526315789,0.47368421052631576,0.42105263157894735,0.21052631578947367,0.2631578947368421,0.23684210526315788,13,1.3421052631578947,0.9473684210526315,1.736842105263158,1.0526315789473684,1.1578947368421053,0.9473684210526315,12
2023,Fulham,38,19,19,13,17,8,9,4,8,9,2,6,55,61,31,24,24,37,22,33,13,9,18,15,-6,47,0.47368421052631576,0.21052631578947367,0.34210526315789475,0.42105263157894735,0.47368421052631576,0.4473684210526316,0.10526315789473684,0.3157894736842105,0.21052631578947367,10,1.605263157894737,1.263157894736842,1.9473684210526316,1.4473684210526316,1.631578947368421,1.263157894736842,13
2023,Liverpool,38,19,19,24,4,10,15,9,1,3,3,7,86,41,49,37,17,24,32,54,20,12,29,25,45,82,0.7894736842105263,0.47368421052631576,0.631578947368421,0.05263157894736842,0.15789473684210525,0.10526315789473684,0.15789473684210525,0.3684210526315789,0.2631578947368421,10,1.0789473684210527,0.8947368421052632,1.263157894736842,2.263157894736842,2.5789473684210527,1.9473684210526316,3
2023,Luton,38,19,19,6,24,8,4,2,11,13,4,4,52,85,28,24,37,48,20,32,9,11,19,13,-33,26,0.21052631578947367,0.10526315789473684,0.15789473684210525,0.5789473684210527,0.6842105263157895,0.631578947368421,0.21052631578947367,0.21052631578947367,0.21052631578947367,2,2.236842105263158,1.9473684210526316,2.526315789473684,1.368421052631579,1.4736842105263157,1.263157894736842,5
2023,Manchester City,38,19,19,28,3,7,14,14,0,3,5,2,96,34,51,45,16,18,40,56,25,15,26,30,62,91,0.7368421052631579,0.7368421052631579,0.7368421052631579,0.0,0.15789473684210525,0.07894736842105263,0.2631578947368421,0.10526315789473684,0.18421052631578946,13,0.8947368421052632,0.8421052631578947,0.9473684210526315,2.526315789473684,2.6842105263157894,2.3684210526315788,3
2023,Manchester United,38,19,19,18,14,6,10,8,6,8,3,3,57,58,31,26,28,30,22,35,9,13,22,13,-1,60,0.5263157894736842,0.42105263157894735,0.47368421052631576,0.3157894736842105,0.42105263157894735,0.3684210526315789,0.15789473684210525,0.15789473684210525,0.15789473684210525,9,1.5263157894736843,1.4736842105263157,1.5789473684210527,1.5,1.631578947368421,1.368421052631579,9
2023,Newcastle,38,19,19,18,14,6,12,6,3,11,4,2,85,62,49,36,22,40,37,48,21,16,28,20,23,60,0.631578947368421,0.3157894736842105,0.47368421052631576,0.15789473684210525,0.5789473684210527,0.3684210526315789,0.21052631578947367,0.10526315789473684,0.15789473684210525,10,1.631578947368421,1.1578947368421053,2.1052631578947367,2.236842105263158,2.5789473684210527,1.894736842105263,5
2023,Nottingham Forest,38,19,19,9,20,9,5,4,9,11,5,4,49,67,27,22,30,37,24,25,11,13,16,9,-18,36,0.2631578947368421,0.21052631578947367,0.23684210526315788,0.47368421052631576,0.5789473684210527,0.5263157894736842,0.2631578947368421,0.21052631578947367,0.23684210526315788,4,1.763157894736842,1.5789473684210527,1.9473684210526316,1.2894736842105263,1.4210526315789473,1.1578947368421053,10
2023,Sheffield Utd,38,19,19,3,28,7,2,1,13,15,4,3,35,104,19,16,57,47,14,21,7,7,12,9,-69,16,0.10526315789473684,0.05263157894736842,0.07894736842105263,0.6842105263157895,0.7894736842105263,0.7368421052631579,0.21052631578947367,0.15789473684210525,0.18421052631578946,1,2.736842105263158,3.0,2.473684210526316,0.9210526315789473,1.0,0.8421052631578947,15
2023,Tottenham,38,19,19,20,12,6,13,7,6,6,0,6,74,61,38,36,27,34,26,48,12,14,26,22,13,66,0.6842105263157895,0.3684210526315789,0.5263157894736842,0.3157894736842105,0.3157894736842105,0.3157894736842105,0.0,0.3157894736842105,0.15789473684210525,7,1.605263157894737,1.4210526315789473,1.7894736842105263,1.9473684210526316,2.0,1.894736842105263,4
2023,West Ham,38,19,19,14,14,10,7,7,4,10,8,2,60,74,31,29,28,46,25,35,14,11,17,18,-14,52,0.3684210526315789,0.3684210526315789,0.3684210526315789,0.21052631578947367,0.5263157894736842,0.3684210526315789,0.42105263157894735,0.10526315789473684,0.2631578947368421,5,1.9473684210526316,1.4736842105263157,2.4210526315789473,1.5789473684210527,1.631578947368421,1.5263157894736843,8
2023,Wolves,38,19,19,13,18,7,8,5,8,10,3,4,50,65,26,24,30,35,18,32,9,9,17,15,-15,46,0.42105263157894735,0.2631578947368421,0.34210526315789475,0.42105263157894735,0.5263157894736842,0.47368421052631576,0.15789473684210525,0.21052631578947367,0.18421052631578946,5,1.7105263157894737,1.5789473684210527,1.8421052631578947,1.3157894736842106,1.368421052631579,1.263157894736842,9
